Title,Category,Location_Address,Location_City,Location_Venue,Event_Start
Ayung Dewata Rafting,Olahraga,"Jl. Raya Kedewatan, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali, Indonesia, Ubud, Gianyar, Bali, Indonesia",Gianyar,Jlnd Raya Kedewatan gianyar,22-May-2024
Snorkeling by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,01-Aug-2024
Jet Ski by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,06-Nov-2024
Diving at Nusa Dua by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,03-Jul-2024
Fly Fish by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,01-Jun-2024
Fly Board by Taman Sari Watersport,Olahraga,"Baturiti, Tabanan, Bali, Indonesia",Bali,Banduriti bali,19-Jun-2024
Sea walker by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,25-Nov-2024
Banana Boat by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,03-Oct-2024
Parasailing Adventure by Taman Sari Watersport,Olahraga,"Taman Sari Water Sport, Benoa, Badung Regency, Bali, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Tandan Sari Water Sport bali,05-Jul-2024
Ayung river rafting,Olahraga,"Ubud, Gianyar, Bali, Indonesia",Bali,Ubndd bali,11-Nov-2024
Paragliding Nusa Penida by Bali Made,Olahraga,"Nusa Penida, Klungkung, Bali, Indonesia",Bali,Nunda Penida bali,02-Nov-2024
Blou lagoon snorkeling all incllusive,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,17-Nov-2024
Private snorkeling in Gamat Manta and Crystal bay at Nusa Penida,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung bali,07-Jul-2024
Bali Rafting at Ayung River Ubud Bali,Olahraga,"Gianyar, Bali, Indonesia",Bali,Ginnyar bali,25-Nov-2024
Wisata Offroad Adventure Batu by Cakra Adventure,Olahraga,"Batu, Malang, Jawa Timur, Indonesia",Malang,Bandu malang,22-Aug-2024
TirtasetA Kayak School,Olahraga,"M92P+XJH, Dusun No.1, RT.01/RW.01, Dusun 1, Sindang, Kec. Mrebet, Kabupaten Purbalingga, Jawa Tengah 53352, Indonesia, Bojongsari, Purbalingga, Jawa Tengah, Indonesia",Purbalinga,M9ndP+XJH purbalinga,04-Oct-2024
Kayaking without Transport,Olahraga,"Br Kreteg Dusun Kawan Desa, Bakas, Klungkung, Bali 80752, Banjarangkan, Klungkung, Bali, Indonesia",Bali,BrndKreteg Dusun Kawan Desa bali,30-Aug-2024
Small Group Private 3 Dives in Tulamben Best Spot,Olahraga,"Karangasem, Bali, Indonesia",Bali,Kandangasem bali,17-May-2024
Jet Ski Trip by Sinikelombok,Olahraga,"Kopang, Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Kondang nusa tenggara barat,17-Oct-2024
Diving Activities (International),Olahraga,"Jl. Pratama No.101, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Jlnd Pratama No.101 bali,28-Oct-2024
Diving Activities (Domestic),Olahraga,"Jl. Pratama No.101, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia, Kuta Selatan, Badung, Bali, Indonesia",Bali,Benoa,22-Dec-2024
All Inclusive Bali Quad Bike and White Water Rafting,Olahraga,"Badung, Bali, Indonesia",Bali,Benoa,31-Aug-2024
Countryside Cycling Activity,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung Bali,09-Aug-2024
Little Ripper Under 13yo,Olahraga,"Badung, Bali, Indonesia",Bali,Bandung Bali,30-May-2024
Private Full Day Jomblang and Pindul Caves Oyyo River Tubing Tour,Olahraga,"Yogyakarta, Provinsi Yogyakarta, Indonesia",DI Yogyakarta,Yogyakarta,11-Jul-2024
Private 8-Hour Guided Experience Dive in Tulamben,Olahraga,"Karangasem, Bali, Indonesia",Bali,Karang Asem Bali,08-Nov-2024
Half Day Ayung River White Water Rafting,Olahraga,"Kuta, Badung, Bali, Indonesia",Bali,"Kuta,  Badung Bali",02-Jun-2024
Full day Bali Adventure with Quad Bike and River Tubing,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,23-May-2024
Bali ATV (Quadbike) and White Water Rafting Adventure,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,22-Aug-2024
Mazu Divers Diving Package,Olahraga,"Kepulauan Seribu Utara, Kepulauan Seribu, Jakarta, Indonesia",Jakarta,"Kepula Uan Seribu Utara, Kepulauan Seribu Jakarta",09-May-2024
"Nusa Penida By Fast Boat, Snorkeling and Island Visit",Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,11-Dec-2024
Blue Lagoon Snorkeling and All Inclusive Lempuyang Temple Tour,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,
Private Small Group Snorkeling and West Nusa Penida Tour All Inclusive from Bali,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,12-Jun-2024
Surflesson and Surf Guiding from Bali,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,06-Oct-2024
Private Borneo River Cruise and orangutan watching 4D3N,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,21-Nov-2024
Ayung River White Water Rafting in Bali,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,17-May-2024
Surfing Lessons for Beginner in Bali,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,16-Oct-2024
Discover UnderWater Blue Lagoon with this Snorkeling,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,20-Nov-2024
White Water Rafting Telaga Waja Bali,Olahraga,"Jl. Waribang No.9, Kesiman Petilan, Kec. Denpasar Tim., Kota Denpasar, Bali 80237, Indonesia, Rendang, Karangasem, Bali, Indonesia",Bali, Kesiman Petilan,11-May-2024
LA Rafting,Olahraga,"Jl. Pasie Laweh, Lubuk Alung, Kec. Lubuk Alung, Kabupaten Padang Pariaman, Sumatera Barat 25582, Indonesia, Iixxivi Lingkung A , Padang Pariaman, Sumatera Barat, Indonesia",Sumatera Barat,Lubuk Alung,23-Aug-2024
Canyoning Medium,Olahraga,"Girimulyo, Kulon Progo, Provinsi Yogyakarta, Indonesia",DI Yogyakarta,"Girimu Lyo, Kulon Progo DI Yogyakarta",04-Jul-2024
Ayung River White Water Rafting with Lunch Without Hotel Transfer,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,05-Nov-2024
Daily Activity Adventure Ayung White Water Rafting,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,30-Nov-2024
Bali Private White Water Rafting in Ubud Including Transport,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,26-Jul-2024
Private Small Group Ubud Rafting in Ayung River,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,16-Dec-2024
Sunny Surf School Gili Trawangan,Olahraga,"Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Lombok  Nusa Tenggara Barat,19-May-2024
Fun Surf With Experienced Coach With Private Hotel Return Transfer,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,30-Nov-2024
Fun Surf With Experienced Coaches On Kuta Beach with Us !,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,01-May-2024
Water Sport Package-Private Transfer-Jet Fly Board-Parasailing Adventure,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,23-May-2024
Bali Private Small Group White Water Rafting in Ubud,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,13-Dec-2024
White Water Rafting and Quad Bike ATV Ride in Ubud,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,25-Oct-2024
Watersport Tanjung Benoa By Bintang,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,23-Dec-2024
Bali Private White Water Rafting Adventure,Olahraga,"Badung, Bali, Indonesia",Bali,Badung  Bali,26-Dec-2024
Day trip pink beach trip,Olahraga,"Lombok, Nusa Tenggara Barat, Indonesia",Nusa Tenggara Barat,Lombok  Nusa Tenggara Barat,28-Nov-2024
Bali Ayung White Water Rafting Adventure,Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,23-Aug-2024
Canyoning Bali,Olahraga,"Sukasada, Buleleng, Bali, Indonesia",Bali,"Sukasa Da, Buleleng Bali",19-May-2024
Beginner Diving for Non-Certified by Bali Stingray,Olahraga,"Jl. Kutat Lestari Gang V No.8/9 Sanur Kauh, Denpasar, Bali, 18227, Denpasar Selatan, Denpasar, Bali, Indonesia",Bali, Sanur Kauh Bali,01-Dec-2024
Telaga Waja Rafting (Include Lunch & Return Transportation),Olahraga,"Gianyar, Bali, Indonesia",Bali,Gianya R Bali,24-Oct-2024
CNBLUENTITY in JAKARTA,Bisnis,"ICE BSD Hall 1, Jalan BSD Grand Boulevard Raya, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia",Banten,ICE BSD Hall 1,24-Oct-2024
AN ANIME SYMPHONY: RESONANCE,Lainnya,"JIEXPO Convention Centre And Theatre, Jalan Haji Benyamin Sueb Arena JIExpo Kemayoran Kelurahan :, RW.10, Kecamatan :, Kec. Kemayoran, Jkt Utara, Daerah Khusus Ibukota Jakarta 10620, Sawah Besar, Jakarta Utara, Jakarta, Indonesia",Jakarta,JIEXPO Convention Centre And Theatre,02-Dec-2024
BABYMONSTER First Fanmeet “See You There” 2024 IN JAKARTA,Lainnya,"Tennis Indoor Senayan, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Tennis Indoor Senayan,10-Nov-2024
Hitman Return David Foster And Friends,Lainnya,"Jl. BSD Grand Boulevard No.1, Pagedangan, Kec. Pagedangan, Kabupaten Tangerang, Banten 15339, Tangerang, Banten, Indonesia",Banten 15339,Jl. BSD Grand Boulevard No.1,07-Dec-2024
Alan WalkerWorld,Musik,"Phantom Ground Park -  PIK 2, Kosambi, Tangerang, Banten, Indonesia",Kosambi,Phantom Ground Park -  PIK 2,10-Dec-2024
Pandora Nightmare Festival 2024,Lainnya,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Surabaya,Ciputra World Surabaya,30-Dec-2024
2024 TREASURE RELAY TOUR [REBOOT] IN JAKARTA - SHOW DAY 1 (JUNE 29),Lainnya,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Arena Indonesia (Indonesia Arena),18-Nov-2024
D'FESTA JAKARTA,Education,"Mall Taman Anggrek, Letjen S. Parman St No.Kav 21, RT.12/RW.1, South Tanjung Duren, Grogol Petamburan, West Jakarta City, Jakarta 11470, Grogol Petamburan, Jakarta Barat, Jakarta, Indonesia",Jakarta,Mall Taman Anggrek,08-Jun-2024
2024 KIM SEONHO ASIA TOUR <COLOR FULL> IN JAKARTA,Wisata,"Indonesia Arena, Jalan Pintu Satu Senayan, RT.1/RW.3, Gelora, Central Jakarta City, Jakarta, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Indonesia Arena,21-Jul-2024
IVE THE 1ST WORLD TOUR <SHOW WHAT i HAVE> IN JAKARTA,Wisata,"ICE BSD City, Jalan BSD Grand Boulevard, Pagedangan, Tangerang Regency, Banten, Indonesia, Tangerang, Banten, Indonesia",Indonesia,ICE BSD City,25-May-2024
SAHID LIVE INTIMATE CONCERT WITH IWAN FALS & BAND,Musik,"Sahid Raya Yogyakarta Hotel & Convention, Jalan Babarsari, Janti, Caturtunggal, Sleman Regency, Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",Yogyakarta,Sahid Raya Yogyakarta Hotel & Convention,08-May-2024
The Girl Fest,Entertainment,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Jl. Gerbang Pemuda No.3,08-Nov-2024
Westlife The Hits Tour 2024,Wisata,"Candi Prambanan. Jl. Raya Solo - Yogyakarta No.16, Kranggan, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571, Prambanan, Sleman, Provinsi Yogyakarta, Indonesia",Sleman,Candi Prambanan. Jl. Raya Solo - Yogyakarta No.16,31-Aug-2024
5th Anniversary LAVVA,Musik,"Level P4 Plaza Senayan, Jl. Asia Afrika No.8, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Level P4 Plaza Senayan,25-Jun-2024
Semilir Japan Matsuri 3,Education,"DUSUN SEMILIR, JL SOEKARNO HATTA 49 NGEMPLAK BAWEN KAB. SEMARANG 50661, Bawen, Semarang, Jawa Tengah, Indonesia",Semarang,DUSUN SEMILIR,24-Nov-2024
Batam Light Festival,Wisata,"Jl Pasir Putih, Sadai, Kec Bengkong, Kota Batam, Batam Kota, Batam, Kepulauan Riau, Indonesia",Batam,Jl Pasir Putih,17-Aug-2024
Sounds of Downtown Vol.6,Musik,"Jl. Ksatria, Karang Pilang, Kec. Karangpilang, Surabaya, Jawa Timur 60221",Surabaya,"Lap. Bhumi Marinir Karangpilang, Surabaya",14-Jul-2024
MARKETEERS TECH FOR BUSINESS 2024,Bisnis,"Ciputra World Surabaya, Jalan Mayjen Sungkono, Gunung Sari, Surabaya, East Java, Indonesia, Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Surabaya,Ciputra World Surabaya,29-Apr-2024
MARKETEERS HANGOUT 2024 - MARKETING VS EVERYBODY,Bisnis,"Ciputra World, Retail Podium, Jl. Prof. DR. Satrio No.1 Kav. 3-5, RT.18/RW.4, Kuningan, Karet Kuningan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,Ciputra World,26-Oct-2024
Saloka Fest 2024,Lainnya,"Saloka Theme Park, Jl. Fatmawati No.154, Gumuksari, Lopait, Kec. Tuntang, Kabupaten Semarang, Jawa Tengah 50773, Tuntang, Semarang, Jawa Tengah, Indonesia",Semarang,Saloka Theme Park,06-Jun-2024
JAZZ GUNUNG BROMO 2024,Lainnya,"Jl. Raya Bromo, Wonotoro, Sukapura, Probolinggo, Jawa Timur 67254, Indonesia.",Probolinggo,Sewa Jeep Bromo,23-Jun-2024
BLOOMIGETHIC,Lainnya,"Jl. Bay Pass Ida Bagus Mantra KM. 28 Keramas, Medahan, Kec. Blahbatuh, Kabupaten Gianyar, Bali, Blahbatuh, Gianyar, Bali, Indonesia",Blahbatuh,Jl. Bay Pass Ida Bagus Mantra KM. 28 Keramas,20-Jul-2024
IBL TOKOPEDIA - GAME 8 - PACIFIC CAESAR SURABAYA VS KESATRIAN BENGAWAN SOLO,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,26-Dec-2024
IBL TOKOPEDIA - GAME 10 - PACIFIC CAESAR SURABAYA VS RANS SIMBA BOGOR,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,01-May-2024
IBL TOKOPEDIA - GAME 11 - PACIFIC CAESAR SURABAYA VS PELITA JAYA BAKRIE,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,15-Dec-2024
IBL TOKOPEDIA - GAME 12 - PACIFIC CAESAR SURABAYA VS PRAWIRA HARUM BANDUNG,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,30-Jun-2024
IBL TOKOPEDIA - GAME 13 - PACIFIC CAESAR SURABAYA VS SATYA WACANA SALATIGA,Bisnis,"GOR Pacific Caesar, Raya Gading Pantai, Dukuh Sutorejo, Surabaya, East Java, Indonesia, Mulyorejo, Surabaya, Jawa Timur, Indonesia",Surabaya,GOR Pacific Caesar,03-Jul-2024
BLACK BOX - HOLIDAY MULTIVERSE,Bisnis,"Cibinong City Mall 2, Cibinong City Mall, Jl. Tegar Beriman, Pakansari, Cibinong, Bogor Regency, West Java 16915, Cibinong, Bogor, Jawa Barat, Indonesia",Bogor,Cibinong City Mall 2,22-Aug-2024
HIU SELATAN HARD ENDURO SERI 6 2024,Lainnya,"Quary Batu Anugrah Bumi Cilacap Pasanggiri, Bulupayung, Kec. Kesugihan, Kabupaten Cilacap, Jawa Tengah , Maos, Cilacap, Jawa Tengah, Indonesia",Cilacap,Quary Batu Anugrah Bumi Cilacap Pasanggiri,06-Nov-2024
LIVE PERFORMANCE BY 19:26 AT ATLAS SUPER CLUB,Lainnya,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",Indonesia,Jalan Pantai Berawa,16-Jul-2024
PRO FUTSAL LEAGUE 2024 - PEKAN 12,Olahraga,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",DI Yogyakarta,GOR Pancasila UGM,03-May-2024
Market Outlook 2H 2024,Bisnis,"GOR Pancasila UGM, Karang Gayam, Caturtunggal, Sleman Regency, Special Region Of Yogyakarta, Indonesia, Depok, Yogyakarta, Provinsi Yogyakarta, Indonesia",Di Yogyakarta,GOR Pancasila UGM,15-Nov-2024
Creative Clothing Fest 2024,Bisnis,"Mall Balekota Tangerang, Jl. Jenderal Sudirman No.3, RT.002/RW.012, Buaran Indah, Kec. Tangerang, Kota Tangerang, Banten 15119, Tangerang, Tangerang, Banten, Indonesia",Tangerang,Mall Balekota Tangerang,05-Jun-2024
"Intimate Concert to Remember ""Rahasia Hati Element""",Bisnis,"Swiss-Belhotel Pondok Indah, Jalan Metro Pondok Indah, Pondok Pinang, South Jakarta City, Jakarta, Indonesia, Kebayoran Lama, Jakarta Selatan, Jakarta, Indonesia",Jakarta,Swiss-Belhotel Pondok Indah,14-Jul-2024
2024 DOH KYUNG SOO ASIA FAN CONCERT <BLOOM> in JAKARTA - DAY 2,Bisnis,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia",Jakarta,The Kasablanka Hall,16-May-2024
2024 DOH KYUNG SOO ASIA FAN CONCERT <BLOOM> in JAKARTA,Bisnis,"The Kasablanka Hall, Kota Kasablanka Lt. 3, Jl. Casablanca Raya Kav. 88, RT.3/RW.14, Menteng Dalam, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12870, Tebet, Jakarta Selatan, Jakarta, Indonesia",Jakarta,The Kasablanka Hall,12-May-2024
OPEN REHEARSAL WITH GEORGE HARLIONO,Bisnis,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,USMAR ISMAIL HALL,17-Jul-2024
AN AUDIENCE WITH GEORGE HARLIONO,Bisnis,"USMAR ISMAIL HALL, Jl. H. R. Rasuna Said No.22 Kavling C, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Setiabudi, Jakarta Selatan, Jakarta, Indonesia",Jakarta,USMAR ISMAIL HALL,09-Nov-2024
2024 TREASURE RELAY TOUR [REBOOT] IN JAKARTA - SHOW DAY 2 (JUNE 30),Bisnis,"Arena Indonesia (Indonesia Arena), Gelora, Tanah Abang, Jakarta Pusat, Indonesia, Tanah Abang, Jakarta Pusat, Jakarta, Indonesia",Jakarta,Arena Indonesia (Indonesia Arena),13-Aug-2024
GAYENG FEST SEASON 3,Lainnya,"Lapangan Kompi C Yonif 410/Alugoro Pati, Pati, Jawa Tengah, Indonesia",Pati,Lapangan Kompi C Yonif 410/Alugoro Pati,06-Aug-2024
MEGA EARLY BIRD ATLAS BEACH CLUB NYE 2024,Lainnya,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",Indonesia,Jalan Pantai Berawa,11-Sep-2024
Festival Pesona Danau Limboto,Budaya,"KAB. GORONTALO, GORONTALO",Gorontalo,"Jalan Pantai Berawa, Canggu, Badung Regency, Bali, Indonesia, Kuta Utara, Badung, Bali, Indonesia",24-Jun-2024
Festival Sriwijaya,Budaya,"KOTA PALEMBANG, SUMATERA SELATAN",Palembang,"KOTA PALEMBANG, SUMATERA SELATAN",23-Jun-2024
Festival Bakar Tongkang,Budaya,"KAB. ROKAN HILIR, RIAU",Riau,"KAB. ROKAN HILIR, RIAU",22-Jun-2024
Festival Bamboo Rafting Loksado,Budaya,"KAB. HULU SUNGAI SELATAN, KALIMANTAN SELATAN",Kalimantan Selatan,"KAB. HULU SUNGAI SELATAN, KALIMANTAN SELATAN",23-Jun-2024
Pesta Kesenian Bali,Budaya,"KOTA DENPASAR, BALI",Bali,"KOTA DENPASAR, BALI",13-Jun-2024
Padang Melang International Folklore Festival,Budaya,"Jl.  Bukit Padi, Jemaja Timur, Kepulauan Anambas Regency, Riau Islands",Riau,KAB. KEPULAUAN ANAMBAS  KEPULAUAN RIAU,15-Jun-2024
Festival Nasional Reog Ponorogo,Budaya,"Ponorogo, Tamanarum, Ponorogo, Ponorogo Regency, East Java",Ponorogo,PONOROGO,07-Jul-2024
Festival Teluk Tomini,Budaya,"Dauh Puri Klod, Denpasar Barat, Denpasar City, Bali 80113", SULAWESI,KAB. PARIGI MOUTONG | SULAWESI TENGAH,30-Jul-2024
Geopark Night Specta,Budaya,"Kuwon Tengah, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta",DI Yogyakarta,KAB. GUNUNGKIDUL | DAERAH ISTIMEWA YOGYAKARTA,29-Jul-2024
Festival Pesona Pohon Cinta,Budaya,"mesjid sujud pohon cinta, Jembatan, Pohuwato Timur, Marisa, Pohuwato Regency, Gorontalo",Gorontalo, KAB. PAHUWATO | GORONTALO,07-Jul-2024
Festival Rontek Pacitan,Budaya,Jl. Imam bonjol alun-alun pacitan,Pacitan,KAB. PACITAN | JAWA TIMUR,07-Aug-2024
Festival Krakatau,Budaya,"Way Halim Permai, Way Halim, Bandar Lampung City, Lampung",Lampung,KOTA BANDAR LAMPUNG | LAMPUNG,07-Jul-2024
Festival Batanghari,Budaya,"Jl. Cempaka Putih, Jambi City, Jambi",Jambi,KOTA JAMBI | JAMBI,16-Oct-2024
Festival Tabut,Budaya,"Jl. Jendral. Sudirman, Pintu Batu, Kec. Tlk. Segara, Kota Bengkulu, Bengkulu 38114",Bengkulu,KOTA BENGKULU | BENGKULU,20-Nov-2024
Pesona Hoyak Tabuik Piaman,Budaya,"Jl. Jend. Sudirman, Kec. Pariaman Tengah, Kota Pariaman, Sumatera Barat 25512",Sumatera Barat,KOTA PARIAMAN | SUMATERA BARAT,11-May-2024
Payakumbuh Botuang Festival,Budaya,"Daya Bangun, Payakumbuh Barat, Payakumbuh City, West Sumatra",Sumatera Barat,KOTA PAYAKUMBUH | SUMATERA BARAT,23-Aug-2024
Festival Gunung Slamet,Budaya,"Jl. Raya Serang, Krajan, Serang, Kec. Karangreja, Kabupaten Purbalingga, Jawa Tengah 53357",Purbalinga,KAB. PURBALINGGA | JAWA TENGAH,04-Jul-2024
Manakarra Fair,Budaya,"Jl. Yos Sudarso
Mamudju, West Sulawesi",Sulawesi,KAB. MAMUJU | SULAWESI BARAT,01-May-2024
Alunan Budaya Desa,Budaya,"Jl. Masbagik - Pringgasela No.184, Pringgasela, Kec. Pringgasela, Kabupaten Lombok Timur, Nusa Tenggara Bar. 83661",Lombok,KAB. LOMBOK TIMUR | NUSA TENGGARA BARAT,20-Jul-2024
Festival Budaya Sekala Bekhak,Budaya,"Way Mengaku, Balik Bukit, West Lampung Regency, Lampung 34874",Lampung,Dinas Kesehatan Lampung Barat,23-Jul-2024
Festival Roon Wondama,Budaya,"Menarbu, Roon, Teluk Wondama Regency, West Papua 98362",Kampung Inday,KAB. TELUK WONDAMA | PAPUA BARAT,25-Jul-2024
Makassar International Eight Festival & Forum (F8 Makassar),Budaya,"Jl. Somba OPU, Maloku, Kec. Makassar, Kota Makassar, Sulawesi Selatan 90111",Makasar,KOTA MAKASSAR | SULAWESI SELATAN,28-Jul-2024
Wolobobo Ngada Festival,Budaya,"Inelika, North Bajawa, Ngada Regency, East Nusa Tenggara",Nusa Tenggara Timur,KAB. NGADA | NUSA TENGGARA TIMUR,27-Jul-2024
Eksotika Bromo,Budaya,"Cemorolawang, Ngadisari, Sukapura, Probolinggo Regency, East Java 67254",Probolinggo,KAB. PROBOLINGGO | JAWA TIMUR,28-Jul-2024
Festival Arak-Arakan Cheng Ho,Budaya,"Sam Poo Kong, Bongsari, Semarang Barat, Semarang City, Central Java 50148",Probolinggo,KOTA SEMARANG | JAWA TENGAH,08-Apr-2024
Tanjungpinang Fest,Budaya,"Jl. Merdeka, Tanjungpinang Kota, Kec. Tj. Pinang Kota, Kota Tanjung Pinang, Kepulauan Riau 29111",Riau,KOTA TANJUNG PINANG | KEPULAUAN RIAU,08-Nov-2024
Festival Budaya Lembah Baliem,Budaya,"Wosiala, Wesaput, Jayawijaya Regency, P",Papua,KAB. JAYAWIJAYA | PAPUA,08-Oct-2024
Festival Babukung,Budaya,"Bumi Agung, Bulik, Lamandau Regency, Central Kalimantan 74161",Kalimantan Tengah,Alun-alun Lamandau,08-Oct-2024
Toraja International Festival,Budaya,"Penanian, Rantepao, North Toraja Regency, South Sulawesi 91833",Sulawesi Selatan,KAB. TORAJA UTARA | SULAWESI SELATAN,08-Nov-2024
Festival Golo Koe Maria Assumpta Nusantara,Budaya,"Unnamed Road, Wae Kelambu, Kec. Komodo, Kabupaten Manggarai Barat, Nusa Tenggara Tim.",Nusa Tenggara Timur,Bukit  Senaru,15-Aug-2024
Festival Budaya 12 Suku Yahukimo,Budaya,"Dekai, Yahukimo regency, Papua 99571",Papua,KAB. YAHUKIMO | PAPUA,14-Aug-2024
Festival Perahu Bidar Tradisional,Budaya,"Parking lot, 9/10 Ulu, Seberang Ulu I, Palembang City, South Sumatra",Sumatera Selatan,KOTA PALEMBANG | SUMATERA SELATAN,18-Sep-2024
